EPA1,1event,1,0.064988
EPA1,1event,2,0.045939
EPA1,1event,3,0.045124
EPA1,1event,4,0.048046
EPA1,100events,1,0.180595
EPA1,100events,2,0.177729
EPA1,100events,3,0.176044
EPA1,100events,4,0.177408
EPA1,1000events,1,1.273141
EPA1,1000events,2,1.266057
EPA1,1000events,3,1.283726
EPA1,1000events,4,1.291129
EPA1,10000events,1,10.352149
EPA1,10000events,2,10.335259
EPA1,10000events,3,10.442635
EPA1,10000events,4,10.317860
EPA2,1event,1,0.035457
EPA2,1event,2,0.037599
EPA2,1event,3,0.035842
EPA2,1event,4,0.041770
EPA2,100events,1,0.133111
EPA2,100events,2,0.141815
EPA2,100events,3,0.136629
EPA2,100events,4,0.130799
EPA2,1000events,1,0.866057
EPA2,1000events,2,0.860828
EPA2,1000events,3,0.889481
EPA2,1000events,4,0.848010
EPA2,10000events,1,7.771778
EPA2,10000events,2,7.536843
EPA2,10000events,3,7.799702
EPA2,10000events,4,7.697314
EPA3_local,1event,1,0.045582
EPA3_local,1event,2,0.048334
EPA3_local,1event,3,0.045721
EPA3_local,1event,4,0.045801
EPA3_local,100events,1,0.179451
EPA3_local,100events,2,0.171637
EPA3_local,100events,3,0.171392
EPA3_local,100events,4,0.178156
EPA3_local,1000events,1,1.243206
EPA3_local,1000events,2,1.239030
EPA3_local,1000events,3,1.298973
EPA3_local,1000events,4,1.274040
EPA3_local,10000events,1,10.826271
EPA3_local,10000events,2,10.903878
EPA3_local,10000events,3,10.812206
EPA3_local,10000events,4,10.806854
EPA4,EPA3_1event,1,0.043373
EPA4,EPA3_1event,2,0.042136
EPA4,EPA3_1event,3,0.045928
EPA4,EPA3_1event,4,0.044131
EPA4,EPA3_100events,1,0.172084
EPA4,EPA3_100events,2,0.170242
EPA4,EPA3_100events,3,0.164064
EPA4,EPA3_100events,4,0.177875
EPA4,EPA3_1000events,1,1.155623
EPA4,EPA3_1000events,2,1.158444
EPA4,EPA3_1000events,3,1.160981
EPA4,EPA3_1000events,4,1.172613
EPA4,EPA3_10000events,1,10.153109
EPA4,EPA3_10000events,2,9.280690
EPA4,EPA3_10000events,3,10.128390
EPA4,EPA3_10000events,4,9.242680
EPA5,1event,1,0.045668
EPA5,1event,2,0.041321
EPA5,1event,3,0.043107
EPA5,1event,4,0.045344
EPA5,100events,1,0.148705
EPA5,100events,2,0.145122
EPA5,100events,3,0.154765
EPA5,100events,4,0.152174
EPA5,1000events,1,0.973114
EPA5,1000events,2,1.003581
EPA5,1000events,3,0.987767
EPA5,1000events,4,0.999938
EPA5,10000events,1,8.730079
EPA5,10000events,2,8.771205
EPA5,10000events,3,8.590836
EPA5,10000events,4,8.849065
EPA6,1event,1,0.028231
EPA6,1event,2,0.025276
EPA6,1event,3,0.025925
EPA6,1event,4,0.025384
EPA6,100events,1,0.096490
EPA6,100events,2,0.089300
EPA6,100events,3,0.090517
EPA6,100events,4,0.096581
EPA6,1000events,1,0.582551
EPA6,1000events,2,0.576724
EPA6,1000events,3,0.571596
EPA6,1000events,4,0.579927
EPA6,10000events,1,5.411964
EPA6,10000events,2,5.451985
EPA6,10000events,3,5.454793
EPA6,10000events,4,5.429583
EPA7,EPA5_1event,1,0.053831
EPA7,EPA5_1event,2,0.051796
EPA7,EPA5_1event,3,0.053178
EPA7,EPA5_1event,4,0.049241
EPA7,EPA5_100events,1,0.156019
EPA7,EPA5_100events,2,0.156757
EPA7,EPA5_100events,3,0.153335
EPA7,EPA5_100events,4,0.165386
EPA7,EPA5_1000events,1,1.084474
EPA7,EPA5_1000events,2,1.061276
EPA7,EPA5_1000events,3,1.071546
EPA7,EPA5_1000events,4,1.090432
EPA7,EPA5_10000events,1,10.083586
EPA7,EPA5_10000events,2,9.106618
EPA7,EPA5_10000events,3,10.105937
EPA7,EPA5_10000events,4,8.930404
EPA8,1event,1,0.028841
EPA8,1event,2,0.033157
EPA8,1event,3,0.030137
EPA8,1event,4,0.031965
EPA8,100events,1,0.183307
EPA8,100events,2,0.183574
EPA8,100events,3,0.176917
EPA8,100events,4,0.179859
EPA8,1000events,1,1.574290
EPA8,1000events,2,1.591490
EPA8,1000events,3,1.596208
EPA8,1000events,4,1.586289
EPA8,10000events,1,13.105430
EPA8,10000events,2,13.097985
EPA8,10000events,3,12.384931
EPA8,10000events,4,12.525833
EPA-All,1event,1,0.036024
EPA-All,1event,2,0.036287
EPA-All,1event,3,0.035892
EPA-All,1event,4,0.036331
EPA-All,100events,1,0.677393
EPA-All,100events,2,0.684586
EPA-All,100events,3,0.684854
EPA-All,100events,4,0.687106
EPA-All,1000events,1,6.147516
EPA-All,1000events,2,6.228640
EPA-All,1000events,3,6.185826
EPA-All,1000events,4,6.211600
EPA-All,10000events,1,48.870527
EPA-All,10000events,2,65.483323
EPA-All,10000events,3,52.410642
EPA-All,10000events,4,50.012822
